transaction_id,timestamp,merchant_id,cardholder_id,amount,currency,status,merchant_category,country,channel,is_chargeback
c253ca57-5b29-46e4-8846-f40ba1c35217,2026-03-26T22:18:45+00:00,M0031,C00044,71.5,USD,approved,electronics,SG,wallet,0
947b0505-814e-4e15-80ab-d548b0cfdc06,2026-03-11T01:09:45+00:00,M0041,C00159,29.24,USD,approved,travel,CA,online,0
d3d25757-7e86-422e-a5d8-00e6098ee03b,2026-01-17T21:19:45+00:00,M0002,C00038,24.85,USD,approved,fuel,IN,wallet,0
d21f1a16-9e72-4ba5-8e30-337918625a7c,2026-01-31T09:07:45+00:00,M0037,C00076,75.63,USD,approved,health,US,online,0
0cf867a1-bb19-4d65-88ab-78134867d6ef,2026-02-21T09:06:45+00:00,M0050,C00238,17.66,USD,approved,grocery,SG,online,0
f82814d7-5d99-48b2-87cd-51096cae63e6,2026-02-24T05:31:45+00:00,M0008,C00287,59.4,USD,approved,dining,GB,pos,0
30344d94-a246-44b7-83dd-7587fde41d6d,2026-03-28T20:46:45+00:00,M0040,C00281,40.76,USD,approved,fuel,CA,wallet,0
8d06859b-7210-4498-b481-c41ab5cd810f,2026-02-23T15:33:45+00:00,M0031,C00267,16.01,USD,approved,fuel,CA,pos,0
14f8c686-491e-4a01-916e-58ae82e50214,2026-01-20T17:37:45+00:00,M0029,C00277,31.4,USD,approved,grocery,CA,online,0
61cc7ecf-2977-42ba-b44a-2389acb63f8f,2026-02-17T13:07:45+00:00,M0015,C00209,65.44,USD,approved,electronics,SG,pos,0
48ba11c1-5bb2-46c5-8489-f3d00a5b4b99,2026-01-19T08:23:45+00:00,M0027,C00300,57.8,USD,approved,health,US,wallet,0
0a10bc95-ccb1-4b31-94a0-de2e81f1b889,2026-02-26T02:20:45+00:00,M0025,C00215,94.33,USD,declined,dining,SG,wallet,0
45af7de2-0588-4d60-952f-f0132376491d,2026-02-27T02:55:45+00:00,M0015,C00173,41.96,USD,approved,health,IN,wallet,0
07987016-485d-49f8-9a74-063959820af0,2026-03-31T04:28:45+00:00,M0011,C00014,350.94,USD,approved,fuel,SG,wallet,0
eefcb6d0-e24a-449f-b149-df82bb50da04,2026-01-16T03:34:45+00:00,M0043,C00094,17.39,USD,declined,grocery,GB,pos,0
0ffc6224-4847-42d4-b9c5-79ea91807ada,2026-02-01T22:44:45+00:00,M0021,C00143,25.05,USD,approved,utilities,IN,pos,0
d8e52d35-295c-4947-a1de-ec31a0a58cd2,2026-02-25T11:46:45+00:00,M0006,C00180,31.73,USD,declined,travel,US,wallet,0
b91a4df7-7d06-4370-b4e2-a49aac907796,2026-03-23T08:00:45+00:00,M0003,C00079,12.27,USD,declined,travel,CA,pos,0
74a089f4-54c7-4690-a558-8c62fc4ff9f7,2026-01-24T02:15:45+00:00,M0043,C00189,68.7,USD,approved,travel,SG,wallet,0
95b77739-ea3d-4740-a4ae-ca9fe25cce25,2026-03-20T01:38:45+00:00,M0048,C00056,98.12,USD,declined,dining,US,pos,0
0fafeb0e-b4ff-41e5-9426-7aa9604bef41,2026-03-16T08:03:45+00:00,M0037,C00102,33.56,USD,approved,grocery,SG,wallet,0
1a114230-140e-47d1-b3b2-5fc2b2365d25,2026-02-04T18:52:45+00:00,M0041,C00062,93.18,USD,declined,utilities,SG,online,0
bcddece5-dbd5-4c66-8429-bdc6c394e304,2026-03-03T04:09:45+00:00,M0023,C00175,23.04,USD,approved,grocery,IN,pos,0
4ea08caf-a2c8-49b3-8ef7-f810337572cd,2026-02-22T03:24:45+00:00,M0007,C00079,18.8,USD,approved,fuel,CA,wallet,0
d19b395c-4944-4ba8-b215-a574201371b0,2026-04-11T13:28:45+00:00,M0034,C00248,23.31,USD,approved,fuel,IN,wallet,0
43f49f38-9a77-4d58-b4e1-075e6e7ffeba,2026-02-07T02:41:45+00:00,M0038,C00143,62.85,USD,approved,fuel,CA,pos,0
e272c71f-38aa-4b2e-869b-0322410f3247,2026-03-10T05:39:45+00:00,M0037,C00167,41.68,USD,approved,travel,IN,online,0
28c7181b-1e52-43e8-bd77-c867f8e7f517,2026-03-27T07:15:45+00:00,M0023,C00142,22.85,USD,approved,dining,US,wallet,0
105b85a5-2593-470f-9fc3-4b585dea5c67,2026-01-21T11:23:45+00:00,M0013,C00124,47.43,USD,approved,health,IN,wallet,0
f0c8b4fd-39f9-4d92-a49d-81a7944921bc,2026-02-27T08:34:45+00:00,M0046,C00208,35.44,USD,approved,health,CA,pos,1
63c448c4-fdb4-43f1-af59-1159b7863fb1,2026-03-07T14:47:45+00:00,M0043,C00282,65.24,USD,approved,electronics,GB,wallet,0
02210138-b72f-4c83-ace0-c02a44f39980,2026-02-07T08:11:45+00:00,M0030,C00162,20.26,USD,approved,grocery,SG,wallet,0
32d3a90b-99af-4e03-a8b6-554b116ee07f,2026-01-31T02:47:45+00:00,M0012,C00269,26.33,USD,approved,dining,GB,online,0
e44d33ca-6021-4167-8eb8-ece1162b4a4c,2026-02-09T15:31:45+00:00,M0013,C00274,25.17,USD,approved,travel,GB,online,0
dab7c818-b013-417e-9912-982faac750eb,2026-03-05T01:11:45+00:00,M0004,C00252,11.89,USD,approved,grocery,US,wallet,0
2dfd1bbc-8f69-4684-a65f-bbe74070b443,2026-02-25T09:46:45+00:00,M0019,C00130,40.74,USD,approved,utilities,IN,online,0
4362592b-e919-4f84-a5b3-c67ca187fff9,2026-02-19T03:43:45+00:00,M0005,C00078,39.76,USD,approved,travel,SG,pos,0
f4a0ba92-2b52-46dc-807d-c027587b775d,2026-02-05T06:32:45+00:00,M0006,C00116,33.23,USD,approved,utilities,SG,pos,0
d96040b2-b608-44d3-bd12-671729d19c22,2026-04-06T09:01:45+00:00,M0029,C00157,28.1,USD,approved,dining,SG,online,0
be6d3104-b220-4189-8a43-ad9b60a9b7b8,2026-04-11T01:45:45+00:00,M0040,C00109,12.3,USD,approved,electronics,US,online,0
774e556b-56e3-49db-a551-ee89b0d158bc,2026-01-29T12:04:45+00:00,M0016,C00241,24.67,USD,approved,electronics,US,online,0
25429480-017c-4720-aa6d-2ab3cd3223da,2026-03-19T00:44:45+00:00,M0019,C00120,26.05,USD,approved,electronics,SG,wallet,0
8815952e-3c9b-4d68-a8b7-51780090774b,2026-02-21T09:05:45+00:00,M0013,C00137,18.89,USD,approved,utilities,CA,online,0
ac7f49b6-856f-4ba8-9e1b-91694f581d8f,2026-01-28T18:49:45+00:00,M0004,C00148,29.58,USD,approved,fuel,US,pos,0
23003bf3-c046-4762-9458-5a0f4eda814e,2026-02-10T08:39:45+00:00,M0045,C00253,43.94,USD,approved,fuel,US,wallet,0
3290e3fb-6cf7-424a-aa79-4402f24b6331,2026-04-04T15:20:45+00:00,M0003,C00047,124.01,USD,approved,travel,SG,wallet,0
17eacbeb-9a3c-4d8f-82a1-595a4a5516ca,2026-03-24T07:00:45+00:00,M0002,C00090,37.42,USD,approved,fuel,SG,wallet,0
ff98cf52-73a2-409a-9752-9054b084358a,2026-04-07T01:33:45+00:00,M0029,C00252,39.66,USD,approved,grocery,IN,pos,0
b608644a-113c-4843-90db-c67c497a8055,2026-02-13T00:29:45+00:00,M0027,C00211,31.43,USD,approved,health,IN,pos,0
2cce1ffc-fc74-4329-ad08-bfaedfc5cd69,2026-04-09T17:10:45+00:00,M0043,C00046,8.64,USD,approved,electronics,GB,pos,0
30e24670-e52b-4502-a474-bd212fe3ed24,2026-04-11T23:46:45+00:00,M0008,C00001,32.51,USD,approved,health,SG,pos,0
37db9679-a125-4231-b460-ed5fc83e97d2,2026-01-18T14:46:45+00:00,M0027,C00227,34.54,USD,approved,utilities,US,online,0
59a3f514-6732-4354-8d5d-557a5115772d,2026-03-04T16:09:45+00:00,M0018,C00249,185.73,USD,approved,grocery,US,wallet,0
22718f57-3407-408b-ba3c-e87df7eab5cd,2026-03-27T10:29:45+00:00,M0039,C00283,28.94,USD,approved,fuel,US,online,0
11b9b9a1-e5b5-4e89-b787-14a726126db1,2026-02-24T16:24:45+00:00,M0008,C00150,40.9,USD,approved,dining,GB,pos,0
de5780ce-00a8-478a-9394-d10e5830a3ba,2026-04-12T21:44:45+00:00,M0031,C00098,32.32,USD,approved,dining,SG,wallet,0
919320e6-ffa0-4065-949a-d94d6bdb06ad,2026-04-02T07:51:45+00:00,M0009,C00175,14.61,USD,declined,utilities,SG,pos,0
c94d861b-8b58-4809-8d27-565a2076553b,2026-02-08T10:14:45+00:00,M0001,C00251,73.7,USD,approved,utilities,CA,pos,0
dc699bd8-d69b-43cd-9a6d-d45ac6ca1516,2026-02-26T18:25:45+00:00,M0035,C00234,56.06,USD,approved,electronics,CA,wallet,0
82b97d8b-4ce5-45a7-ab41-1f9a8ae8e64c,2026-03-06T17:28:45+00:00,M0016,C00163,57.61,USD,approved,health,IN,wallet,0
b69e23a0-1256-41f4-bec6-5f2010fbc0fb,2026-02-17T19:46:45+00:00,M0025,C00078,17.52,USD,approved,fuel,US,online,0
4bab229b-5d7f-4ba7-b5dc-89f153809a42,2026-04-11T13:12:45+00:00,M0033,C00226,88.41,USD,approved,grocery,SG,pos,0
d75d1e02-3cdf-45cc-b8f4-c820b471ca33,2026-03-20T10:34:45+00:00,M0001,C00039,12.41,USD,approved,fuel,GB,pos,0
2ee9c4e7-a197-44f5-abdf-3390cd3e1212,2026-03-17T17:36:45+00:00,M0040,C00274,49.94,USD,approved,fuel,GB,wallet,0
4eb96809-e7b2-4bb9-8644-58bdf09e0999,2026-04-04T11:00:45+00:00,M0046,C00036,153.44,USD,approved,travel,GB,online,0
fa5cdad1-b434-4fbd-9b46-7cb3a675c2f7,2026-01-21T21:48:45+00:00,M0048,C00052,22.26,USD,approved,fuel,CA,wallet,1
83b782fe-750d-4436-85ee-69fe377e495d,2026-04-05T21:55:45+00:00,M0020,C00184,22.28,USD,declined,electronics,IN,online,0
b745f90e-f621-452d-b064-a6587ea7acde,2026-03-03T00:43:45+00:00,M0016,C00090,109.36,USD,approved,grocery,SG,pos,0
feb374aa-f730-46c9-84c3-3aca27b31c43,2026-03-16T20:41:45+00:00,M0040,C00237,61.04,USD,approved,health,GB,pos,0
ea2149e4-43d4-4521-9d23-1b8858f02fa0,2026-03-15T09:06:45+00:00,M0017,C00280,33.33,USD,declined,travel,US,pos,0
97398549-3023-4a18-b86c-b570e7e8605e,2026-04-13T13:55:45+00:00,M0023,C00129,25.64,USD,approved,fuel,GB,online,0
cb206205-2973-4b03-a16c-997631065ce7,2026-04-01T08:30:45+00:00,M0025,C00295,52.16,USD,approved,electronics,GB,online,0
e3923327-59fe-4bb4-8c39-75f33b07c58b,2026-02-18T17:01:45+00:00,M0043,C00026,14.07,USD,approved,dining,IN,pos,0
0913b62c-2a52-4540-a165-e6ec70347ec9,2026-03-27T09:30:45+00:00,M0050,C00098,48.2,USD,approved,dining,GB,wallet,0
e93d2f00-1fbc-41ae-81db-80dc5c6403eb,2026-03-20T07:15:45+00:00,M0049,C00050,30.12,USD,approved,health,US,pos,0
7807fb35-35e1-481e-a8c9-6e9edb9bf38f,2026-01-16T17:15:45+00:00,M0029,C00152,19.14,USD,approved,electronics,IN,online,0
bd3e2a9c-bdc0-4e60-a73e-6f2c193295df,2026-01-25T17:04:45+00:00,M0013,C00257,26.43,USD,approved,electronics,CA,pos,0
fed6aa54-2c00-40c6-8d97-a72ace1972fe,2026-04-11T17:38:45+00:00,M0031,C00059,58.53,USD,approved,fuel,US,online,0
c243daf5-8764-4d83-b18e-aac193bd6d19,2026-04-11T15:43:45+00:00,M0049,C00204,30.76,USD,declined,utilities,SG,pos,0
102a58bb-d665-4537-b3bd-511fb62496c7,2026-03-26T15:38:45+00:00,M0006,C00189,86.03,USD,approved,health,GB,wallet,0
cd5376e7-3749-42f0-ba07-3a155c296027,2026-03-29T12:57:45+00:00,M0025,C00242,195.86,USD,approved,grocery,SG,wallet,0
56099771-7b23-4b9d-a3b9-24fe78458c5c,2026-04-06T23:46:45+00:00,M0021,C00238,26.39,USD,approved,health,GB,wallet,0
820c6de7-7a8c-45e1-8529-9074423b8df2,2026-01-24T07:14:45+00:00,M0027,C00253,28.67,USD,approved,grocery,US,online,0
eff35a54-640a-4cc8-a852-5f2c3d4d7872,2026-01-26T00:43:45+00:00,M0035,C00277,12.09,USD,approved,fuel,SG,wallet,0
be038f92-0e84-4668-9907-ff52976c63f0,2026-01-27T17:55:45+00:00,M0047,C00209,128.35,USD,approved,electronics,US,wallet,0
248bdd78-9ef5-4305-999d-88c4a162f511,2026-02-02T10:59:45+00:00,M0024,C00051,47.72,USD,approved,health,GB,wallet,0
d8dc98d5-a9e4-453e-96d9-1d297722aa4f,2026-02-15T07:54:45+00:00,M0042,C00233,40.77,USD,declined,grocery,CA,wallet,0
942b085d-57bb-417b-9cb4-6bbf57f5da69,2026-03-09T00:51:45+00:00,M0041,C00065,39.46,USD,approved,utilities,SG,online,0
49bfb91b-24aa-4e0b-ae75-c7d9e3693508,2026-03-30T05:07:45+00:00,M0005,C00120,42.2,USD,approved,electronics,CA,wallet,0
e071b31f-ec70-4ce1-a82a-920b6596dd4e,2026-02-07T22:04:45+00:00,M0001,C00129,20.57,USD,approved,utilities,CA,online,0
c0028534-b861-4d41-a1db-422e1152e7ba,2026-04-02T13:09:45+00:00,M0043,C00122,38.96,USD,declined,dining,GB,online,1
78ce6be8-3df8-445d-8068-73767ce50442,2026-02-06T20:04:45+00:00,M0012,C00033,40.66,USD,declined,fuel,IN,pos,0
ea82616c-6a02-4b11-b726-90c2bd0ee8a3,2026-03-08T17:14:45+00:00,M0033,C00023,20.08,USD,declined,health,SG,pos,0
5e3336e9-52a0-43f7-841c-896d4e054fae,2026-03-13T05:45:45+00:00,M0030,C00206,122.25,USD,approved,fuel,US,pos,0
8ecb519e-1eac-4467-96e8-ff33effa67d7,2026-04-06T11:38:45+00:00,M0046,C00076,46.14,USD,approved,grocery,CA,pos,0
dfe7cdbb-b0a0-48b6-ac80-d721d2f45757,2026-03-12T07:20:45+00:00,M0040,C00272,14.38,USD,approved,electronics,IN,wallet,0
5be4e532-62d2-4fd2-a005-ae3b815d2c03,2026-02-21T20:09:45+00:00,M0039,C00283,52.44,USD,declined,health,CA,pos,0
4600280e-6a14-477a-8305-209f5884d241,2026-04-04T12:25:45+00:00,M0029,C00213,16.74,USD,approved,health,US,pos,0
30ca829b-7bbe-444e-bd8f-7502c37c2778,2026-02-11T03:05:45+00:00,M0028,C00243,57.45,USD,approved,grocery,US,online,0
afc3db3a-261a-4ab5-b58f-af13b3381879,2026-02-21T23:48:45+00:00,M0006,C00285,74.52,USD,declined,grocery,SG,wallet,0
65b2f530-e2da-407d-bd2a-228f9603a6a6,2026-02-12T16:29:45+00:00,M0036,C00217,18.64,USD,approved,utilities,US,pos,0
38383946-7a35-4239-b119-53f8336f7b67,2026-02-11T02:55:45+00:00,M0039,C00247,65.0,USD,approved,travel,US,pos,0
2f945424-4a80-4d3b-a549-854c86758db4,2026-02-16T03:18:45+00:00,M0036,C00220,44.21,USD,approved,utilities,SG,wallet,0
b9d8010a-0aa2-4039-b163-e69a7e5eb99b,2026-03-16T02:52:45+00:00,M0040,C00137,58.88,USD,approved,grocery,CA,pos,1
c310b3f8-549e-477b-a875-a1da3f5c8972,2026-03-24T01:52:45+00:00,M0045,C00074,546.53,USD,approved,dining,IN,online,0
376e67ac-5f55-45a8-adac-6ce3ca1a585d,2026-03-22T03:02:45+00:00,M0010,C00111,12.69,USD,approved,fuel,IN,pos,0
efcd6c47-c8f3-4332-823a-5ecb024f313f,2026-01-28T00:13:45+00:00,M0022,C00291,19.29,USD,approved,dining,US,online,0
dcac3017-1325-4d8e-90b6-3a31fede1fc4,2026-01-28T00:14:45+00:00,M0010,C00227,61.26,USD,approved,health,IN,pos,0
92a045c5-a3ca-4b2f-895c-58621aead71d,2026-02-22T22:01:45+00:00,M0039,C00177,28.0,USD,approved,fuel,US,pos,0
934c71b3-b4df-490b-aad7-f94ade60f8f0,2026-03-16T10:32:45+00:00,M0044,C00113,77.21,USD,approved,fuel,SG,online,0
74565530-aa36-408d-9c94-d399b98aca83,2026-02-01T06:56:45+00:00,M0001,C00131,48.26,USD,approved,electronics,GB,online,0
21b9ed6d-59a8-4ba0-9d08-fb54dfc1a91c,2026-02-27T22:55:45+00:00,M0001,C00118,224.55,USD,approved,dining,SG,wallet,0
2d100814-16f5-437f-82bd-4f93cf068b9b,2026-01-20T05:49:45+00:00,M0023,C00236,35.36,USD,approved,grocery,GB,wallet,0
08a53322-58d0-499a-9f06-4a2a3c7ab913,2026-03-06T20:58:45+00:00,M0028,C00208,12.37,USD,approved,grocery,GB,online,0
8ff0dc06-ca84-4380-82a6-846e3620c6ac,2026-02-24T13:27:45+00:00,M0040,C00055,32.32,USD,approved,travel,IN,wallet,0
3d58e1bd-aced-481f-956a-c3363f435cc8,2026-03-02T08:58:45+00:00,M0026,C00114,16.88,USD,declined,electronics,CA,online,0
f7fcfdef-c493-4b2d-86c7-9641a676e375,2026-03-12T07:40:45+00:00,M0033,C00179,65.63,USD,approved,electronics,CA,online,0
3fb722dc-ac03-46e9-a2a1-86a39cd4f209,2026-01-27T00:16:45+00:00,M0007,C00039,34.1,USD,approved,travel,IN,pos,0
d0b94649-fc5e-4908-b604-a1426191f422,2026-03-05T23:51:45+00:00,M0049,C00290,44.97,USD,approved,health,SG,pos,0
80522489-50cf-430e-a0dc-f46a091f781e,2026-02-11T10:58:45+00:00,M0041,C00156,28.32,USD,approved,utilities,GB,wallet,0
89c9c5db-bbb5-497c-af36-d4d200e74bca,2026-02-14T17:11:45+00:00,M0004,C00030,54.59,USD,approved,electronics,GB,online,0
8c8bcd39-5932-4b15-993e-ef683580d2a7,2026-04-02T08:20:45+00:00,M0042,C00197,46.12,USD,approved,fuel,SG,wallet,0
3c15b0b0-3505-4740-9b30-ba156bf21f40,2026-04-05T05:26:45+00:00,M0048,C00097,74.27,USD,declined,electronics,SG,pos,0
12b890be-db2d-489c-974a-10de7270b84a,2026-01-27T09:55:45+00:00,M0033,C00176,24.13,USD,approved,health,US,wallet,0
ec27d844-4179-4040-82ff-600318985c9c,2026-01-29T09:19:45+00:00,M0042,C00269,57.05,USD,declined,dining,SG,online,0
142b90dd-3471-408b-bcea-cdfe358c2cb9,2026-02-16T14:52:45+00:00,M0024,C00027,68.85,USD,approved,utilities,GB,online,0
54647ceb-5136-4728-9da3-5ee3f2e5cedb,2026-01-22T06:49:45+00:00,M0022,C00077,26.06,USD,approved,electronics,US,wallet,0
278dd7cc-c282-48ad-8486-18ca4ffef7d5,2026-01-26T13:19:45+00:00,M0043,C00201,17.32,USD,approved,travel,SG,wallet,0
464951e2-6e0b-4e70-bb0e-319fe9a8f5c6,2026-02-10T20:39:45+00:00,M0006,C00066,23.13,USD,approved,health,SG,online,0
8e53cc7a-df62-4dc1-b1a9-70d3d62e6e74,2026-03-15T17:00:45+00:00,M0042,C00093,54.44,USD,approved,travel,GB,pos,0
e2cb02d9-eeeb-411d-aa12-7eea34c7f7b3,2026-02-03T07:15:45+00:00,M0013,C00052,35.33,USD,approved,dining,SG,wallet,0
b0df3631-0e91-49b9-acb6-e15121d3c0a1,2026-01-17T02:49:45+00:00,M0034,C00193,51.47,USD,approved,travel,CA,online,0
da789b9e-b9b7-4bd5-9422-853ed5d92fc3,2026-03-24T20:51:45+00:00,M0045,C00023,113.76,USD,approved,fuel,GB,wallet,0
